question,answer
"Question: All the following are true of Tuberculosis except -a) For sputum to be positive,bacilli should be > 104/ mlb) Niacin test differentiates M. tuberculosis and M. bovisc) Pathogenicity to rabbits differentiates M. tuberculosis and M. bovisd) Culture techniques have low sensitivity
Choices:
A. ab
B. bc
C. cd
D. ac
Answer:",cd
"Question: All the following are true of Tuberculosis except ?
Choices:
A. For sputum to be positive, (A194) bacilli should be > 1
B. Niacin test differentiates M. tuberculosis and M. bovis
C. Pathogenicity to rabbits differentiates M. tuberculosis and M. bovis
D. All
Answer:",Pathogenicity to rabbits differentiates M. tuberculosis and M. bovis
"Question: Transitional cell carcinoma of bladder is associated with -a) Schistosomiasisb) Naphthylaminec) Smokingd) Tuberculosis of bladder
Choices:
A. ab
B. abc
C. acd
D. bcd
Answer:",abc
"Question: WhiCh of the following drugs is most likely to be effective against multi drug resistant strains big M. Tuberculosis including those resistant to Streptomycin
Choices:
A. Amikacin
B. Claruthromycin
C. Gentamicin
D. Spectinomycin
Answer:",Amikacin
"Question: Commonest route of spread of Tuberculosis to genital tract is:
Choices:
A. Lymphatic spread
B. Hematogenous spread
C. Direct spread
D. Sexually transmitted
Answer:",Hematogenous spread
"Question: Patient diagnosed with HIV and Tuberculosis. How to sta ATT and c-A.R.T
Choices:
A. Sta ATT first
B. Sta cA first
C. Sta both simultaneously
D. Sta cA only
Answer:",Sta ATT first
"Question: A patient is diagnosed with HIV and Tuberculosis. How should ATT and c-A.R.T be staed?
Choices:
A. Sta ATT first
B. Sta cA first
C. Sta both simultaneously
D. Sta cA only
Answer:",Sta ATT first
"Question: True about Tuberculosis HIV patients -
Choices:
A. Sputum positivity
B. INH prophyaxis prevent development ofT.B
C. Lack characteristics feature of T.B
D. Highly positive PPD reaction
Answer:",Lack characteristics feature of T.B
"Question: Tuberculosis in children true is?
Choices:
A. Commonly sputum negative
B. Incidence < 5% of all TB casesv
C. Clinically child does not show sign of florid TB.
D. All of above
Answer:",All of above
"Question: Which of the following drugs cannot be used in patient with Multi drug resistant Tuberculosis?
Choices:
A. Ciprofloxacin
B. Tobramycin
C. Clarithromycin
D. Amikacin
Answer:",Tobramycin
"Question: Under extended sickness benefit of ESI act, Tuberculosis benefit is given for duration of:
Choices:
A. 6 months
B. 1 year
C. 2 years
D. 4 years
Answer:",2 years
"Question: Tuberculosis pleural effusion is characterized by all EXCEPT: March 2013 (d)
Choices:
A. LDH > 60% of serum LDH
B. Hemorrhagic fluid
C. Increased mesothelial cells
D. Increased deaminase
Answer:",Increased mesothelial cells
"Question: Which of the following statements regardingGamma-Release-Assays for diagnosis of Tuberculosis is true -
Choices:
A. First Generation Quanti FERON-TB assay used ESAT-6
B. Second Generation Quanti FERON-TB (Gold) assay used ESAT-6 and CPF-10
C. These tests can distinguish between M. tuberculosis and M. bovis
D. None of the non-tuberculosis mycobacteria give a positive reaction with the test
Answer:",Second Generation Quanti FERON-TB (Gold) assay used ESAT-6 and CPF-10
"Question: A patient came to a private practitioner and was diagnosed Tuberculosis. Within how many days he has to inform or register to district health officer?
Choices:
A. 1 day
B. 7 day
C. 30 days
D. 1 year
Answer:",30 days
"Question: Necrotizing granulomatous inguinal lymphadenopathy is caused by -a) Syphilisb) Granuloma inguinalec) Sarcoidosisd) Tuberculosis
Choices:
A. ad
B. c
C. ac
D. ab
Answer:",ad
"Question: Tuberculosis of the spine commonly affects all of the following pas of the veebra, EXCEPT:
Choices:
A. Body
B. Lamina
C. Pedicle
D. Spinous process
Answer:",Spinous process
"Question: All are precancerous for carcinoma bladder except -a) Tuberculosis bladderb) Aniline dyesc) Schistosomiasisd) Chronic ulcer
Choices:
A. b
B. ad
C. ac
D. ab
Answer:",ad
"Question: Multidrug Resistance Tuberculosis (MDR-TB) should be considered in patients with:
Choices:
A. Contact with a known case of MDR TB
B. Clinical Deterioration
C. Sputum smear positive at 5 months of treatment
D. All of the above
Answer:",All of the above
"Question: The Earliest feature Tuberculosis is:
Choices:
A. Caseation
B. Lymphocytosis
C. Giant calls (Langerhans)
D. Granuloma
Answer:",Lymphocytosis
"Question: Tuberculosis lymphadenitis of the cervical lymphnodes is also called:
Choices:
A. Pott's disease
B. Lupus vulgaris
C. Scrofula
D. Ghon's focus
Answer:",Scrofula
"Question: A 65 yr old man is presenting with chronic cigarette cough which has recently changed its character. Tuberculosis and other infectious causes have been ruled out. What should be the next investigation:
Choices:
A. Sputum cytology
B. Bronchoscopy and biopsy
C. CT guided FNAC
D. Barium X-Ray
Answer:",Bronchoscopy and biopsy
"Question: True about revised National Tuberculosis programme (NTP) – a) Active case findingb) DOTS appliedc) Treatment is given only in smear positive casesd) General practitioners are restricted to give the treatmente) It has replaced NTP
Choices:
A. ab
B. ad
C. be
D. ce
Answer:",be
"Question: Tuberculosis of skin is called as
Choices:
A. Lupus profundis
B. Scrofuloderma
C. Lupus vulgaris
D. Lupus pernio
Answer:",Lupus vulgaris
"Question: Coicosteroids are absolutely contraindicated in the following type of Tuberculosis
Choices:
A. Miliary
B. Meningeal
C. Intestinal
D. Renal
Answer:",Intestinal
"Question: Tuberculosis verrucosa cutis is a form of:
Choices:
A. Tuberculid
B. Primary tuberculosis
C. Postprimary tuberculosis with good resistance
D. Post primary tuberculosis with poor resistance
Answer:",Postprimary tuberculosis with good resistance
"Question: World Tuberculosis Day is celebrated on ?
Choices:
A. 24th March
B. 7th April
C. 22nd April
D. 1st December
Answer:",24th March
"Question: 40 years old Bank officer was told to be having illeocecal Tuberculosis (Bovine after thorough investigation. He told the physician that he had no body infected with tuberculosis in the family, but he was told by the Doctor that he acquired this infection from
Choices:
A. Infected milk
B. Infected client
C. Contaminated vessel
D. Polluted water
Answer:",Infected milk
"Question: Tuberculosis verrucosa cutis is a form of –
Choices:
A. Tuberculid
B. Primary tuberculosis
C. Postprimary tuberculosis with good resistance
D. Post primary tuberculosis with poor resistance
Answer:",Postprimary tuberculosis with good resistance
"Question: Management of a newborn when mother has active Tuberculosis and is not taking ATT:
Choices:
A. BCG + Rifampicin + INH + Breastfeeding
B. BCG + Isolation of baby
C. BCG + INH for 6 week + Breastfeeding
D. BCG + INH + withhold Breastfeeding
Answer:",BCG + INH + withhold Breastfeeding
"Question: Drug resistance in Tuberculosis is due to -
Choices:
A. Transformation
B. Transduction
C. Conjugation
D. Mutation
Answer:",Mutation
"Question: All of the following statements about primary Tuberculosis are true, Except:
Choices:
A. Cavitatory lesion
B. Pleural effusion
C. Fibrocasseous lesion
D. Phlyctenular conjunctivitis
Answer:",Cavitatory lesion
"Question: Tuberculosis in children true is
Choices:
A. Commonly sputum negative
B. Incidence < 5% of all TB cases
C. Clinically child does not show sign of florid TB
D. All of the above
Answer:",All of the above
"Question: Tuberculosis of fallopian tube occurs mainly by -
Choices:
A. Direct spread from uterine cavity
B. Lymphatic spread
C. Hematogenous spread
D. Iatrogenic
Answer:",Hematogenous spread
"Question: A 45 years old male patient comes to OPD with cough and diarrhea since last 3 weeks. On diagnosis he is found to be HIV positive with Tuberculosis, Next line of management should be:-
Choices:
A. Sta ATT followed by A
B. Sta A followed by ATT
C. Sta ATT
D. Sta A then sta ATT after 6-8 weeks
Answer:",Sta ATT followed by A
"Question: Tuberculosis of the spine commonly affects all of the following parts of the vertebra except -
Choices:
A. Body
B. Lamina
C. Spinous process
D. Pedicle
Answer:",Spinous process
"Question: New drug approved for drug-resistant Tuberculosis?
Choices:
A. Bedaquiline
B. Ibalizumab
C. Bectegravir
D. Apalutamide
Answer:",Bedaquiline
"Question: Management of a newborn when Mother has active Tuberculosis & is taking ATT -
Choices:
A. BCG + Rifampicin + INH + Breast Feeding
B. BCG + Isolation of baby
C. BCG + INH for 6 week + Breast Feeding
D. BCG + INH + withhold Breast Feeding
Answer:",BCG + INH for 6 week + Breast Feeding
"Question: Which of the following represents a ""Web Based Programme for monitoring Tuberculosis?(2018)
Choices:
A. NIKSHAY
B. NISCHAY
C. DOTS
D. RNTCP
Answer:",NIKSHAY
"Question: Death Rate due to Tuberculosis in 2109
Choices:
A. 1 Person per 1 Minute
B. 1 Person per 4 Minutes
C. 1 person per 10 Minutes
D. 1 person per 1 Hour
Answer:",1 Person per 4 Minutes
"Question: Egg shell calcification in hilar lymph nodes is seen ina) Sarcoidosisb) Histoplasmosisc) Tuberculosisd) Carcinoma lunge) Silicosis
Choices:
A. bcde
B. abcd
C. abce
D. abde
Answer:",abce
"Question: Drug resistance in Tuberculosis is due to-
Choices:
A. Transformation
B. Transduction
C. conjugation
D. Mutation
Answer:",Mutation
"Question: The population of a community on the 1st of June was recorded as 1,65,000. Total no. of new cases of Tuberculosis, recorded from 1st January to 31st June were 22. Total Registered cases of tuberculosis in the community were recorded as 220. What is the incidence of TB in this community per 10 lakh population?
Choices:
A. 133
B. 220
C. 13.3
D. 22
Answer:",133
"Question: New RNTCP initiative for Tuberculosis surveillance using case based web based IT system is
Choices:
A. NIKSHAY
B. NISCHAY
C. E-DOTS
D. NIRBHAYA
Answer:",NIKSHAY
"Question: Tuberculosis in Pott's disease involves: September 2010
Choices:
A. Hip Joint
B. Knee Joint
C. Spine
D. Wrist Joint
Answer:",Spine
"Question: Most common site of Tuberculosis of spine is in
Choices:
A. Dorsal region
B. Dorsolumbar region
C. Lumbar region
D. Lumbosacral region
Answer:",Dorsolumbar region
"Question: Efficacy of BCG vaccine for Pulmonary Tuberculosis
Choices:
A. 0%
B. 25%
C. 33%
D. 50%
Answer:",0%
"Question: Drug resistance in Tuberculosis is due to ?
Choices:
A. Transformation
B. Transduction
C. Conjugation
D. Mutation
Answer:",Mutation
"Question: It is probable that physician have a higher index of suspicion for tuberculosis in children without BCG scar that those with BCG scar. If this is so and an association is found between Tuberculosis and not having BCG scar, the association may be due to-
Choices:
A. Selection bias
B. Interviewer bias
C. Surveillance bias
D. Non-response bias
Answer:",Interviewer bias
"Question: Case finding tool which has been stopped as a general measure of case finding in Tuberculosis is:
Choices:
A. Sputum microscopy
B. Sputum culture
C. Mass Miniature radiography
D. Tuberculin Testing
Answer:",Mass Miniature radiography
"Question: According to Mc Keown's theory, reduction in moality from Tuberculosis was a consequence of:
Choices:
A. Increased awareness & knowledge
B. Immunization
C. Introduction of Drug Treatment
D. Social and Environmental Factors
Answer:",Social and Environmental Factors
"Question: Tuberculosis commonly affects which pa of the intestine: September 2005
Choices:
A. Ileum
B. Jejunum
C. Terminal colon
D. Transverse colon
Answer:",Ileum
"Question: Under the DOTS strategy of Revised National Tuberculosis Programme, the recommended line of management is category I patients, if the sputum is positive after 2 months of intensive phase treatment with 4 drugs, is to -
Choices:
A. Sta the continuation phase of treatment with INH and rifampicin
B. Continue the intensive phase of treatment with 4 drugs for 1 more month only, regardless of sputum positivity after that
C. Continue the intensive phase of treatment with 4 drugs until the sputum becomes negative
D. Add one more drug, that is, to use 5 drugs until the sputum becomes negative
Answer:","Continue the intensive phase of treatment with 4 drugs for 1 more month only, regardless of sputum positivity after that"
"Question: Screening of immigrants from infectious diseases such as Tuberculosis and Syphilis to protect the home population is an example of:
Choices:
A. High-risk screening
B. Prospective screening
C. Prescriptive screeing
D. Periodic health examinations
Answer:",Prospective screening
"Question: World Tuberculosis day
Choices:
A. March 1st
B. March 24th
C. April 1st
D. April 24th
Answer:",March 24th
"Question: Which of the following statements regarding-Gamma-Release-Assays for diagnosis of Tuberculosis is true -
Choices:
A. First Generation Quanti FERON-TB assay used ESAT-6
B. Second Generation Quanti FERON-TB (Gold) assay used ESAT-6 and CPF-10
C. These tests can distinguish between M. tuberculosis and M. bovis
D. None of the non-tuberculosis mycobacteria give a positive reaction with the test
Answer:",Second Generation Quanti FERON-TB (Gold) assay used ESAT-6 and CPF-10
"Question: Which statement is false regarding Tuberculosis in HIV positive individual :
Choices:
A. Frequent negative sputum smear.
B. False negative tuberculin test result
C. Extra pulmonary tuberculosis more common.
D. Cavitation lesions in lungs as shown by chest X- ray.
Answer:",Cavitation lesions in lungs as shown by chest X- ray.
"Question: Triple deformity of knee is classically seen in -a) Fracture patellab) Tuberculosisc) Rheumatic arthritisd) Rheumatoid arthritis
Choices:
A. c
B. d
C. ab
D. bd
Answer:",bd
"Question: Best indicator of trend of Tuberculosis unaffected by current control measures is:-
Choices:
A. Annual risk of infection
B. Prevalence of TB infection
C. % of primary drug resistance
D. % of multidrug resistance
Answer:",Annual risk of infection
"Question: Locking of knee joint can be caused by -a) Osgood shalterb) Loose body in knee jointc) Tuberculosis of kneed) Medial meniscal partial tear
Choices:
A. c
B. d
C. bd
D. ac
Answer:",bd
"Question: True about Tuberculosis in children-
Choices:
A. Commonly sputum negative
B. Incidence 5-15 % of all TB cases
C. Clinically child does not show sign of florid TB
D. All of the above
Answer:",All of the above
"Question: National Tuberculosis institute is in
Choices:
A. Chennai
B. Bangalore
C. Agra
D. Bhopal
Answer:",Bangalore
